sale_id,sale_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct
170,2025-10-14,7478,4543,5204,8,24258.43,0
171,2025-02-21,2031,4026,4138,10,22879.56,10
172,2025-07-20,8948,3920,2759,1,14741.82,5
173,2025-10-19,6782,3742,8573,1,6410.01,0
174,2025-11-08,305,1887,9173,10,11366.65,15
175,2025-12-05,7870,8765,7522,6,13311.55,5
176,2025-01-06,1742,5870,3136,8,23199.88,0
177,2025-10-27,9841,3531,2841,10,13512.48,20
178,2025-06-20,7834,7404,4989,7,15947.51,20
179,2025-12-18,7852,4012,7904,7,6121.57,0
180,2025-02-09,6658,6607,6659,9,24280.85,0
181,2025-08-19,6616,6737,3809,9,21901.61,0
182,2025-05-01,8752,6428,1956,9,14791.63,0
183,2025-05-09,6719,3243,2128,1,421.98,0
184,2025-06-10,4967,8450,447,10,4730.13,5
185,2025-11-14,6001,6593,4536,5,11093.42,5
186,2025-10-23,5125,7414,3687,8,10738.85,0
187,2025-07-26,4071,4408,4206,5,3199.13,20
188,2025-10-21,2162,4707,1785,6,20896.87,0
189,2025-12-06,793,6231,8862,8,9274.81,0
190,2025-12-05,2894,1250,8701,1,2111.68,15
191,2025-11-17,2680,4173,8727,4,19820.94,10
192,2025-01-10,308,9654,5823,1,21248.85,0
193,2025-05-12,4733,5265,5815,7,12893.46,0
194,2025-07-29,6862,6985,9809,9,21333.94,10
195,2025-01-26,2776,1305,3580,1,16112.25,10
196,2025-04-12,4923,5180,239,2,17151.3,0
197,2025-05-25,7474,5133,5359,2,18575.35,15
198,2025-09-26,6933,2383,8475,5,1729.94,5
199,2025-08-07,7358,2860,9350,2,10616.27,5
200,2025-04-17,5386,3707,7142,4,2963.63,0
201,2025-11-17,1535,2535,9035,5,7269.61,0
202,2025-05-23,6452,5251,6197,5,326.44,5
203,2025-02-17,5964,2872,870,7,2907.63,10
204,2025-08-06,3503,1071,1275,5,10363.23,0
205,2025-10-06,7977,1033,4026,5,4668.97,15
206,2025-12-14,2303,6684,3473,3,6158.79,0
207,2025-05-16,5932,6054,4612,7,15878.65,15
208,2025-08-13,1009,2089,3611,2,11221.64,20
209,2025-10-10,2844,6740,7137,5,8023.44,5
210,2025-05-19,9864,849,8406,5,13825.4,0
211,2025-11-18,1877,8359,4917,3,20624.91,10
212,2025-12-19,5565,5472,4296,4,7565.11,0
213,2025-04-08,8732,7042,6928,6,16875.76,0
214,2025-12-03,8376,8135,1388,1,3196.06,15
215,2025-05-13,7449,4649,5458,9,11981.96,15
216,2025-02-12,711,4216,7590,4,22850.87,20
217,2025-12-16,5199,1446,303,5,14056.2,10
218,2025-07-16,4267,2271,849,9,24679.04,15
219,2025-07-02,5757,4415,1280,6,10034.72,5
220,2025-03-14,379,6579,7058,1,11331.85,10
221,2025-03-02,9698,5715,7444,2,1652.14,20
222,2025-04-27,3906,2549,18,8,11453.25,0
223,2025-05-04,4471,5171,6203,2,23665.83,10
224,2025-06-13,4101,9764,4448,4,3465.62,20
225,2025-03-12,5250,270,4165,9,14042.71,15
226,2025-12-16,2702,1003,3453,1,2372.25,10
227,2025-03-02,7737,5816,9179,10,77.19,0
228,2025-09-17,5608,248,3096,4,16812.57,20
229,2025-10-30,4450,622,3428,1,9196.54,0
230,2025-04-11,2330,2607,412,10,12786.89,5
231,2025-06-24,5673,6025,6269,6,18588.11,15
232,2025-03-22,8157,4941,6087,9,10525.81,10
233,2025-07-21,3599,7252,3760,6,13113.14,10
234,2025-11-06,4740,9870,3401,4,15917.64,10
235,2025-02-11,5753,9476,1302,1,4335.53,15
236,2025-10-09,7290,8331,8962,9,12220.59,0
237,2025-08-19,8673,3061,248,9,3460.89,20
238,2025-12-19,2951,5573,8352,10,15698.67,5
239,2025-05-10,3254,7303,199,10,23809.09,10
240,2025-12-21,9216,9190,7081,2,11358.22,10
241,2025-07-10,6623,8563,291,10,22336.63,0
242,2025-08-24,6874,5595,2579,5,23042.91,20
243,2025-12-14,7664,6180,59,6,10074.79,15
244,2025-04-23,8754,7332,8317,3,3961.74,0
245,2025-08-22,5378,8527,876,6,10614.92,5
246,2025-10-29,2166,523,567,9,6999.13,15
247,2025-09-11,4131,2079,6560,6,1016.32,0
248,2025-11-01,3411,7582,9520,1,15752.29,0
249,2025-01-16,4119,4255,7865,7,7324.82,10
250,2025-09-16,2442,2749,4881,4,9757.17,0
251,2025-11-24,7827,4406,3859,5,23508.02,0
252,2025-11-27,1323,9407,8871,2,23048.78,5
253,2025-12-06,1108,7,2964,10,18762.44,0
254,2025-02-04,2946,6514,1180,4,24534.4,5
255,2025-07-27,7104,4140,1353,10,5416.53,0
256,2025-11-28,6887,6802,4499,7,21923.87,15
257,2025-09-10,9391,479,3603,2,21002.29,5
258,2025-07-02,6887,7258,6008,3,10813.15,0
259,2025-03-16,1744,8909,3159,1,24783.99,0
260,2025-01-11,6329,1233,1312,1,20955.64,15
261,2025-11-27,1485,3625,5416,9,1645.9,0
262,2025-03-28,8066,766,4837,10,12110.73,0
263,2025-02-10,4388,6186,3454,7,21733.07,15
264,2025-01-25,4863,6190,2431,9,736.91,0
265,2025-10-17,8041,1580,2299,4,1716.51,5
266,2025-04-24,4131,4927,4601,3,9064.6,5
267,2025-09-05,791,625,6447,2,16142.97,5
268,2025-02-06,3882,7442,8052,7,18893.46,15
269,2025-08-26,2696,8711,1187,9,12451.72,10
270,2025-05-16,645,8903,983,2,23901.15,0
271,2025-08-29,8254,9963,4215,3,6675.06,0
272,2025-09-04,762,8734,1716,10,1717.24,15
273,2025-12-07,5650,7473,6402,2,24759.23,0
274,2025-05-24,5424,7022,8837,8,1695.86,15
275,2025-11-24,5975,7448,7371,6,20738.07,20
276,2025-11-05,3686,3691,6529,1,21410.65,20
277,2025-11-23,9652,5247,4580,8,23785.33,15
278,2025-09-13,340,1362,9554,10,20158.4,20
279,2025-11-18,3563,9568,7915,10,19418.52,20
280,2025-10-03,6590,8847,5153,5,23938.75,15
281,2025-03-30,74,705,4736,4,23072.53,10
282,2025-06-16,3474,3172,407,4,16960.38,0
283,2025-05-21,427,8923,7586,10,7363.35,0
284,2025-01-22,6434,385,7678,1,15898.73,0
285,2025-07-03,5689,4291,3315,6,10184.54,5
286,2026-01-03,4762,7114,1465,10,3519.92,20
287,2025-08-11,5596,8668,1322,4,3306.34,0
288,2025-02-28,3315,2312,864,8,17487.07,20
289,2025-04-14,1471,8306,7778,6,11398.61,0
290,2025-04-05,4067,3689,479,7,22447.9,15
291,2025-10-11,214,4231,8770,1,20687.67,10
292,2025-12-25,1296,7033,1759,9,18502.9,15
293,2025-04-01,4958,8227,4990,6,8659.01,0
294,2025-12-31,5220,985,7610,4,24903.59,5
295,2025-09-10,2188,1520,7295,3,10185.46,0
296,2025-03-01,13,8463,9252,7,23655.66,0
297,2025-10-04,7028,7437,3818,2,2916.35,5
298,2025-07-13,2495,1397,6853,3,17019.01,0
299,2025-09-10,1191,7400,205,4,4964.82,0
300,2025-08-25,6725,6471,8618,1,8980.0,10
301,2025-12-02,5033,4491,1653,7,12434.73,5
302,2025-06-03,9944,3854,5094,8,3968.47,0
303,2025-08-12,3137,9327,7645,9,18121.25,0
304,2025-06-04,5203,5617,7527,3,14795.19,0
305,2025-08-21,9334,8821,8050,7,18829.45,10
306,2025-09-09,1449,9381,6358,4,15713.39,0
307,2025-11-22,2640,558,4083,7,9065.31,0
308,2025-12-08,4343,494,279,8,12453.48,0
309,2025-11-16,7208,1013,1257,6,13777.7,15
310,2025-07-04,3646,9993,2308,2,16584.31,5
311,2025-04-30,8050,5030,2474,1,6447.36,5
312,2025-06-27,1499,6858,5922,10,17834.53,0
313,2025-11-28,3768,5646,3771,10,5989.1,15
314,2025-09-21,2060,1502,9498,5,19106.6,5
315,2025-12-21,8971,7118,8338,1,2052.96,0
316,2025-02-19,878,6695,3163,6,24273.92,5
317,2025-01-19,5757,8768,1374,10,2436.56,0
318,2025-11-29,3278,3531,4492,9,13512.48,0
319,2025-10-23,5272,6676,7129,4,15912.18,0
320,2025-10-03,7257,8558,4077,1,2544.16,5
321,2025-05-31,4270,2376,1542,8,4709.11,0
322,2026-01-01,2364,7599,1546,7,22374.17,5
323,2025-10-07,338,4756,6670,8,11341.43,0
324,2025-06-01,9875,4939,3294,8,5593.71,0
325,2025-03-18,4946,8656,8561,7,4855.18,0
326,2025-09-10,2823,9897,9564,1,11352.64,15
327,2025-06-26,2766,6892,9178,2,1787.33,15
328,2026-01-04,5115,664,5709,10,9211.41,10
329,2025-05-21,2292,2530,7178,9,13716.14,5
330,2025-09-07,3068,3658,5532,4,21069.16,0
331,2025-09-29,9182,2141,7618,2,7950.81,15
332,2025-07-26,116,3653,4197,7,4527.54,0
333,2025-02-28,4134,7248,4281,10,13806.45,20
334,2025-09-02,2984,5589,2115,7,15112.42,15
335,2025-06-10,5425,6572,1882,7,13387.7,10
336,2025-08-05,7810,2917,6074,10,1526.03,0
337,2025-02-11,6088,1710,2353,8,12927.12,0
338,2025-11-24,4269,4868,7443,9,15725.65,0
339,2025-01-20,377,117,5808,6,23685.91,15
340,2025-08-19,8627,5449,714,5,11961.31,15
341,2025-09-11,8761,6874,7531,7,7093.1,0
342,2025-09-28,8940,1885,4092,5,12797.66,0
343,2025-03-07,762,7474,8117,3,10566.38,5
344,2025-10-07,9940,3220,4689,4,20712.89,0
345,2025-10-09,5937,2090,2078,3,14839.05,0
346,2025-06-01,6339,8795,254,9,7602.46,0
347,2025-12-11,4069,5974,5067,4,8141.27,20
348,2025-03-02,5782,6946,5103,8,7074.65,15
349,2025-08-02,1691,4294,9482,2,14214.55,0
350,2025-12-07,1636,535,4799,2,6213.33,15
351,2025-12-16,1303,3644,2776,8,18450.64,10
352,2025-10-28,5135,3856,8517,9,13662.17,20
353,2025-05-14,135,9176,1623,5,2635.93,15
354,2025-03-15,2220,7780,7249,8,23976.2,0
355,2025-09-13,8224,5271,5540,2,13105.27,5
356,2025-04-15,9678,74,1575,10,4073.54,20
357,2025-12-20,7987,4617,9338,8,19303.96,0
358,2025-05-15,3151,8621,472,1,6745.66,0
359,2025-10-08,9277,2622,733,10,1907.48,0
360,2025-07-31,6375,1588,5338,5,8979.08,10
361,2025-10-17,9258,540,4016,5,17940.18,0
362,2025-08-31,2077,4126,6816,7,3374.34,0
363,2025-11-29,2122,9095,8597,6,7714.97,5
364,2025-01-13,6306,3900,5247,3,4393.5,10
365,2025-08-08,220,6784,9084,3,22288.97,0
366,2025-01-10,422,9497,1969,6,857.41,10
367,2025-10-02,114,8380,4054,9,24955.45,0
368,2025-01-06,7473,5443,8816,1,857.1,0
369,2025-03-25,8584,6510,7849,9,12772.99,20
370,2025-11-24,3124,2533,166,3,7254.66,0
371,2025-08-26,8887,1007,1025,2,24367.25,20
372,2025-08-11,3360,2787,9672,10,19332.89,0
373,2025-09-02,1849,6416,6002,7,100.31,0
374,2025-05-23,1111,5709,9478,2,17594.82,20
375,2025-10-20,2079,7297,7444,1,20546.58,0
376,2025-03-15,9738,2731,5051,10,9137.34,20
377,2025-03-26,5442,6700,8814,9,10347.73,0
378,2025-05-07,6398,9565,3281,5,5002.01,0
379,2025-10-19,4413,8858,5306,10,21976.11,5
380,2025-07-04,9985,1450,2307,10,2939.92,0
381,2025-05-03,8593,5890,8261,4,12435.17,0
382,2025-07-03,3622,2434,4302,8,19145.48,10
383,2025-07-29,9978,8449,1597,4,9582.06,20
384,2025-08-16,5737,9829,5263,2,12302.19,0
385,2025-10-17,304,5992,2451,8,20369.37,0
386,2025-11-02,9588,1414,9855,7,8475.48,0
387,2025-12-14,1057,9990,7023,1,3737.53,0
388,2025-09-02,2570,5370,691,10,21603.76,15
389,2025-04-11,8324,9762,1571,8,16820.5,20
390,2025-05-26,1326,4314,1164,6,3012.58,10
391,2025-10-20,2650,1983,8411,10,3672.34,5
392,2025-05-29,8783,8456,7925,6,20945.66,0
393,2025-05-24,723,4219,9443,10,20591.16,0
394,2025-04-05,8467,3013,6519,7,5065.28,10
395,2025-07-02,3038,363,351,9,11368.67,5
396,2025-02-03,7485,369,339,9,17388.69,0
397,2025-02-16,3446,8155,5273,10,12880.27,0
398,2025-08-22,2112,2407,5410,6,6318.15,15
399,2025-07-01,402,6909,8966,6,11424.22,10
400,2025-05-23,218,9827,24,7,14510.77,15
401,2025-02-28,2093,9210,3459,6,15231.04,0
402,2025-07-19,3068,4477,4808,3,12441.95,15
403,2025-11-19,610,7922,77,5,6992.08,15
404,2025-03-16,652,1903,6442,6,23885.78,10
405,2025-12-05,4413,2278,6963,8,1142.58,0
406,2025-01-31,7751,5891,7940,10,5103.0,20
407,2025-03-28,7937,8728,4733,5,23477.97,5
408,2025-08-28,8707,3979,3484,7,14474.15,0
409,2025-06-25,8792,2164,9884,8,14794.83,15
410,2025-01-21,931,1549,606,10,1922.67,20
411,2025-12-25,7540,4094,5037,7,2841.55,0
412,2025-11-23,4328,8273,2206,2,19529.78,0
413,2025-01-29,253,2571,5178,3,15398.63,0
414,2025-10-21,4083,5641,3520,8,23875.79,5
415,2025-08-15,7868,3068,6196,9,13634.32,10
416,2025-07-01,5853,5897,5686,8,12879.0,15
417,2025-03-18,9134,8339,5305,6,18554.51,5
418,2025-07-21,6983,5900,6300,9,13967.77,0
419,2025-05-22,2750,7815,6568,9,6380.55,10
420,2025-06-13,3673,7750,737,9,12036.84,0
421,2025-02-01,5773,2880,4280,1,1734.75,0
422,2025-08-01,4085,5580,3911,5,20042.16,20
423,2025-06-01,2233,8352,9585,8,8017.58,0
424,2025-05-21,7457,4689,100,9,18752.0,0
425,2025-06-01,578,5102,5390,2,16838.95,0
426,2025-12-13,3209,3474,7904,7,15919.75,20
427,2025-01-26,1736,9886,1076,7,17318.87,0
428,2025-09-30,1977,9676,3242,2,15938.92,5
429,2025-10-06,5706,5964,5337,8,13458.0,15
430,2025-10-21,9419,2680,8594,5,2211.26,0
431,2025-02-27,2487,4033,4732,4,8379.89,15
432,2025-02-14,7570,7541,1428,10,14370.27,20
433,2025-02-16,1769,96,6184,9,23633.07,20
434,2025-08-20,3174,4826,6210,8,16040.89,20
435,2025-02-01,42,8938,9718,5,14714.58,10
436,2025-09-29,7185,9890,1628,6,12014.48,0
437,2025-05-18,4446,6810,7706,4,22707.01,10
438,2025-05-15,5010,3367,7864,10,10849.29,15
439,2025-07-24,3478,8737,8285,9,17419.59,10
440,2025-08-07,1486,6406,8626,2,23006.03,15
441,2025-12-12,5032,7527,5184,8,5320.92,5
442,2025-10-01,3098,8842,1332,1,6579.39,0
443,2025-11-18,1104,5212,7325,7,1517.03,0
444,2025-10-21,5264,454,3174,1,11973.1,20
445,2025-12-11,326,2199,6071,2,13072.56,5
446,2025-06-18,2293,4902,8709,8,14660.78,0
447,2025-06-09,7239,6019,6938,6,647.95,10
448,2025-10-26,1542,6134,2795,6,16283.26,10
449,2025-08-06,570,1483,8127,9,19599.09,0
450,2025-09-28,3436,7390,1790,4,1259.28,20
451,2025-09-29,5031,5711,1788,4,4356.99,10
452,2025-04-03,9552,4288,2826,4,14314.85,0
453,2025-04-19,8460,6059,915,3,10419.62,15
454,2025-04-08,8192,5694,1271,5,22335.05,0
455,2025-02-27,7623,2936,4424,7,6130.3,20
456,2025-04-22,4637,1683,9781,6,16226.85,20
457,2025-03-11,2193,6745,8124,9,3318.21,0
458,2025-12-30,1633,2521,7614,1,456.12,0
459,2025-05-17,1217,2126,729,1,15689.6,10
460,2025-07-19,3808,7940,4862,1,466.34,5
461,2025-05-26,6802,3402,34,4,16598.98,0
462,2025-04-08,6008,3409,6523,7,7879.12,0
463,2025-05-28,2937,6611,9707,2,23443.65,15
464,2025-10-13,2803,619,5420,8,18118.25,20
465,2025-03-24,1445,5899,4408,2,12378.11,15
466,2025-12-19,1562,5751,7780,4,23173.39,20
467,2025-03-13,5995,6248,714,4,14435.84,10
468,2025-05-20,2777,8782,6365,5,16203.76,0
469,2025-02-01,4708,4028,7711,3,12765.94,0
470,2025-03-25,5236,4203,5902,3,11875.33,0
471,2025-05-07,1900,6646,3698,1,7427.92,0
472,2025-11-15,5990,70,8698,1,8651.74,0
473,2025-11-11,2706,7755,3217,3,23594.89,0
474,2025-05-23,586,8300,6129,1,2858.2,5
475,2025-08-08,5480,3695,5997,9,10181.21,0
476,2025-07-08,6073,3930,9668,7,2848.53,10
477,2025-10-17,2521,8615,9119,2,8809.78,20
478,2025-05-19,7189,9238,4868,4,12743.7,20
479,2025-10-04,694,9501,718,7,10760.4,10
480,2025-07-01,3417,8001,3317,6,2248.62,15
481,2025-10-01,2061,7551,6653,1,8734.07,10
482,2025-11-24,4734,16,165,7,17397.44,10
483,2025-06-10,430,7471,1681,5,7423.26,0
484,2025-08-26,6757,255,6418,6,20831.6,0
485,2025-07-02,638,8452,6517,6,1495.57,10
486,2025-06-20,9679,6503,8141,9,12787.94,20
487,2026-01-05,2773,2684,4743,3,20277.67,0
488,2025-04-09,298,4130,1004,1,21565.79,0
489,2025-07-29,1721,1050,610,4,24344.35,10
490,2025-08-13,1651,7690,4035,10,18629.76,20
491,2025-07-20,1287,5569,1490,4,9739.16,10
492,2025-06-09,2523,810,8972,3,14321.33,20
493,2025-07-28,2367,2189,3544,2,18287.37,20
494,2025-03-27,1977,6737,4417,9,21901.61,15
495,2025-01-07,4882,4712,2235,3,19878.1,0
496,2025-03-21,2799,9743,4707,5,406.02,0
497,2025-05-08,2155,2436,914,1,23505.12,0
498,2025-01-13,2121,1582,7334,1,23417.53,0
499,2025-10-02,2640,2807,4338,10,14256.39,10
500,2025-12-11,9602,5455,8001,4,19325.76,0
501,2025-10-23,3773,3823,2651,2,7919.89,0
502,2025-11-11,7942,6237,6732,6,6267.88,0
503,2025-04-10,8511,4599,4503,10,13817.65,15
504,2025-08-02,918,6158,8805,8,10723.95,0
505,2025-11-07,5946,7510,3532,8,16944.77,10
506,2025-07-17,9042,4507,3101,2,23957.2,0
507,2025-01-06,881,652,6425,8,11590.3,10
508,2025-05-11,2112,6173,7949,4,7267.44,0
509,2025-04-12,7699,5479,2685,2,1086.17,5
510,2025-08-09,3241,8027,7035,2,22938.16,15
511,2025-04-11,5264,2386,9802,10,2352.89,0
512,2025-12-14,7381,9375,7453,9,12043.27,5
513,2025-04-16,4928,2987,3183,9,8627.56,15
514,2025-09-20,7081,1050,2723,3,24344.35,0
515,2025-11-06,2632,2716,8685,3,14727.74,0
516,2025-04-30,1356,8554,3226,4,17678.02,15
517,2025-09-19,2677,2894,3564,6,9573.91,15
518,2025-06-27,2369,458,7952,10,3727.31,5
519,2025-12-20,4773,9518,695,1,2840.84,20
520,2025-12-23,1220,4554,2815,2,6185.4,0
521,2025-06-14,9671,2629,2537,6,20883.46,0
522,2025-05-14,431,6355,8560,6,24981.33,5
