store_id,store_name,city,state
584,Store-584,Bangalore,KA
585,Store-585,Pune,TN
586,Store-586,Bangalore,TN
587,Store-587,Bangalore,DL
588,Store-588,Chennai,KA
589,Store-589,Chennai,MH
590,Store-590,Chennai,WB
591,Store-591,Kolkata,TG
592,Store-592,Chennai,KA
593,Store-593,Bangalore,TN
594,Store-594,Pune,TN
595,Store-595,Delhi,WB
596,Store-596,Kolkata,MH
597,Store-597,Hyderabad,DL
598,Store-598,Kolkata,WB
599,Store-599,Chennai,TG
600,Store-600,Mumbai,TN
601,Store-601,Pune,DL
602,Store-602,Mumbai,WB
603,Store-603,Hyderabad,TN
604,Store-604,Mumbai,TG
605,Store-605,Chennai,DL
606,Store-606,Mumbai,TN
607,Store-607,Mumbai,MH
608,Store-608,Pune,TG
609,Store-609,Kolkata,WB
610,Store-610,Kolkata,DL
611,Store-611,Kolkata,MH
612,Store-612,Pune,DL
613,Store-613,Kolkata,TN
614,Store-614,Chennai,DL
615,Store-615,Hyderabad,DL
616,Store-616,Pune,WB
617,Store-617,Bangalore,TG
618,Store-618,Mumbai,MH
619,Store-619,Chennai,TG
620,Store-620,Pune,TG
621,Store-621,Hyderabad,DL
622,Store-622,Chennai,WB
623,Store-623,Hyderabad,DL
624,Store-624,Chennai,MH
625,Store-625,Delhi,KA
626,Store-626,Hyderabad,DL
627,Store-627,Delhi,DL
628,Store-628,Hyderabad,WB
629,Store-629,Bangalore,TG
630,Store-630,Hyderabad,DL
631,Store-631,Delhi,KA
632,Store-632,Kolkata,MH
633,Store-633,Chennai,WB
634,Store-634,Bangalore,WB
635,Store-635,Chennai,DL
636,Store-636,Kolkata,TG
637,Store-637,Pune,TG
638,Store-638,Delhi,KA
639,Store-639,Hyderabad,MH
640,Store-640,Mumbai,MH
641,Store-641,Bangalore,WB
642,Store-642,Chennai,MH
643,Store-643,Chennai,TG
644,Store-644,Pune,DL
645,Store-645,Delhi,TG
646,Store-646,Hyderabad,WB
647,Store-647,Kolkata,DL
648,Store-648,Chennai,DL
649,Store-649,Hyderabad,KA
650,Store-650,Pune,DL
651,Store-651,Chennai,MH
652,Store-652,Kolkata,TG
653,Store-653,Chennai,KA
654,Store-654,Hyderabad,KA
655,Store-655,Kolkata,KA
656,Store-656,Bangalore,DL
657,Store-657,Chennai,TN
658,Store-658,Hyderabad,TG
659,Store-659,Chennai,MH
660,Store-660,Chennai,WB
661,Store-661,Kolkata,MH
662,Store-662,Mumbai,MH
663,Store-663,Bangalore,MH
664,Store-664,Bangalore,TN
665,Store-665,Mumbai,KA
666,Store-666,Chennai,WB
667,Store-667,Hyderabad,DL
668,Store-668,Chennai,WB
669,Store-669,Delhi,TG
670,Store-670,Bangalore,MH
671,Store-671,Chennai,WB
672,Store-672,Pune,MH
673,Store-673,Kolkata,DL
674,Store-674,Kolkata,TN
675,Store-675,Delhi,TN
676,Store-676,Delhi,MH
677,Store-677,Chennai,DL
678,Store-678,Pune,WB
679,Store-679,Chennai,WB
680,Store-680,Kolkata,KA
681,Store-681,Delhi,WB
682,Store-682,Delhi,KA
683,Store-683,Kolkata,TN
684,Store-684,Pune,WB
685,Store-685,Pune,TG
686,Store-686,Pune,WB
687,Store-687,Hyderabad,TG
688,Store-688,Chennai,DL
689,Store-689,Kolkata,TG
690,Store-690,Chennai,TG
691,Store-691,Hyderabad,TN
692,Store-692,Mumbai,WB
693,Store-693,Pune,MH
694,Store-694,Pune,TG
695,Store-695,Delhi,TG
696,Store-696,Delhi,WB
697,Store-697,Bangalore,WB
698,Store-698,Bangalore,MH
699,Store-699,Kolkata,MH
700,Store-700,Delhi,TN
701,Store-701,Hyderabad,KA
702,Store-702,Chennai,WB
703,Store-703,Mumbai,TN
704,Store-704,Kolkata,TG
705,Store-705,Mumbai,WB
706,Store-706,Hyderabad,TN
707,Store-707,Delhi,MH
708,Store-708,Chennai,MH
709,Store-709,Bangalore,WB
710,Store-710,Hyderabad,MH
711,Store-711,Mumbai,TG
712,Store-712,Mumbai,MH
713,Store-713,Delhi,TG
714,Store-714,Delhi,DL
715,Store-715,Bangalore,WB
716,Store-716,Chennai,MH
717,Store-717,Mumbai,TN
718,Store-718,Kolkata,TN
719,Store-719,Pune,MH
720,Store-720,Kolkata,TN
721,Store-721,Bangalore,DL
722,Store-722,Kolkata,DL
723,Store-723,Pune,WB
724,Store-724,Kolkata,DL
725,Store-725,Kolkata,TG
726,Store-726,Pune,WB
727,Store-727,Kolkata,WB
728,Store-728,Hyderabad,TN
729,Store-729,Kolkata,WB
730,Store-730,Kolkata,DL
731,Store-731,Chennai,KA
732,Store-732,Pune,TG
733,Store-733,Chennai,WB
734,Store-734,Bangalore,DL
735,Store-735,Hyderabad,WB
736,Store-736,Kolkata,WB
737,Store-737,Bangalore,TG
738,Store-738,Mumbai,MH
739,Store-739,Bangalore,TN
740,Store-740,Hyderabad,MH
741,Store-741,Chennai,KA
742,Store-742,Delhi,KA
743,Store-743,Pune,DL
744,Store-744,Mumbai,KA
745,Store-745,Mumbai,WB
746,Store-746,Chennai,TN
747,Store-747,Kolkata,MH
748,Store-748,Hyderabad,KA
749,Store-749,Kolkata,KA
750,Store-750,Bangalore,TG
751,Store-751,Hyderabad,TN
752,Store-752,Mumbai,TN
753,Store-753,Bangalore,WB
754,Store-754,Bangalore,TG
755,Store-755,Chennai,MH
756,Store-756,Pune,TN
757,Store-757,Bangalore,DL
758,Store-758,Chennai,KA
759,Store-759,Hyderabad,KA
760,Store-760,Kolkata,TN
761,Store-761,Chennai,DL
762,Store-762,Bangalore,MH
763,Store-763,Bangalore,DL
764,Store-764,Bangalore,WB
765,Store-765,Hyderabad,KA
766,Store-766,Mumbai,WB
767,Store-767,Mumbai,MH
768,Store-768,Pune,WB
769,Store-769,Chennai,TG
770,Store-770,Mumbai,WB
771,Store-771,Hyderabad,MH
772,Store-772,Bangalore,MH
773,Store-773,Kolkata,KA
774,Store-774,Bangalore,TN
775,Store-775,Kolkata,MH
776,Store-776,Hyderabad,WB
777,Store-777,Hyderabad,WB
778,Store-778,Bangalore,WB
779,Store-779,Chennai,TG
780,Store-780,Kolkata,TN
781,Store-781,Pune,KA
782,Store-782,Mumbai,TG
783,Store-783,Kolkata,WB
784,Store-784,Mumbai,TN
785,Store-785,Hyderabad,KA
786,Store-786,Delhi,TN
787,Store-787,Delhi,TN
788,Store-788,Pune,WB
789,Store-789,Chennai,WB
790,Store-790,Bangalore,TG
791,Store-791,Chennai,DL
792,Store-792,Hyderabad,TG
793,Store-793,Kolkata,TG
794,Store-794,Chennai,KA
795,Store-795,Hyderabad,TG
796,Store-796,Delhi,MH
797,Store-797,Kolkata,TG
798,Store-798,Kolkata,DL
799,Store-799,Chennai,DL
800,Store-800,Kolkata,DL
801,Store-801,Bangalore,DL
802,Store-802,Bangalore,KA
803,Store-803,Bangalore,TG
804,Store-804,Bangalore,DL
805,Store-805,Chennai,DL
806,Store-806,Mumbai,TN
807,Store-807,Hyderabad,KA
808,Store-808,Hyderabad,MH
809,Store-809,Bangalore,TN
810,Store-810,Delhi,TG
811,Store-811,Bangalore,TN
812,Store-812,Delhi,MH
813,Store-813,Kolkata,MH
814,Store-814,Pune,DL
815,Store-815,Delhi,KA
816,Store-816,Kolkata,KA
817,Store-817,Mumbai,KA
818,Store-818,Bangalore,KA
819,Store-819,Bangalore,TN
820,Store-820,Pune,MH
821,Store-821,Pune,KA
822,Store-822,Kolkata,WB
823,Store-823,Bangalore,WB
824,Store-824,Delhi,DL
825,Store-825,Pune,DL
826,Store-826,Bangalore,KA
827,Store-827,Pune,MH
828,Store-828,Hyderabad,WB
829,Store-829,Kolkata,MH
830,Store-830,Bangalore,DL
831,Store-831,Kolkata,MH
832,Store-832,Chennai,TG
833,Store-833,Pune,DL
834,Store-834,Mumbai,TG
835,Store-835,Hyderabad,DL
836,Store-836,Pune,WB
837,Store-837,Pune,DL
838,Store-838,Bangalore,TG
839,Store-839,Chennai,TG
840,Store-840,Delhi,MH
841,Store-841,Pune,DL
842,Store-842,Chennai,TN
843,Store-843,Pune,TG
844,Store-844,Kolkata,WB
845,Store-845,Hyderabad,TN
846,Store-846,Mumbai,MH
847,Store-847,Chennai,DL
848,Store-848,Kolkata,KA
849,Store-849,Bangalore,WB
850,Store-850,Kolkata,TG
851,Store-851,Hyderabad,KA
852,Store-852,Pune,KA
853,Store-853,Bangalore,TG
854,Store-854,Pune,KA
855,Store-855,Delhi,KA
856,Store-856,Pune,TN
857,Store-857,Delhi,WB
858,Store-858,Bangalore,KA
859,Store-859,Kolkata,TN
860,Store-860,Pune,TG
861,Store-861,Pune,KA
862,Store-862,Bangalore,WB
863,Store-863,Pune,KA
864,Store-864,Delhi,TN
865,Store-865,Pune,MH
866,Store-866,Mumbai,KA
867,Store-867,Kolkata,KA
868,Store-868,Chennai,TG
869,Store-869,Kolkata,WB
870,Store-870,Chennai,WB
871,Store-871,Mumbai,MH
872,Store-872,Hyderabad,WB
873,Store-873,Hyderabad,DL
874,Store-874,Pune,WB
875,Store-875,Pune,DL
876,Store-876,Mumbai,KA
877,Store-877,Chennai,TG
878,Store-878,Mumbai,DL
879,Store-879,Pune,KA
880,Store-880,Pune,KA
881,Store-881,Chennai,MH
882,Store-882,Chennai,WB
883,Store-883,Hyderabad,TN
884,Store-884,Pune,TN
885,Store-885,Delhi,DL
886,Store-886,Bangalore,WB
887,Store-887,Kolkata,MH
888,Store-888,Pune,DL
889,Store-889,Chennai,TG
890,Store-890,Hyderabad,WB
891,Store-891,Mumbai,DL
892,Store-892,Bangalore,KA
893,Store-893,Bangalore,MH
894,Store-894,Hyderabad,TN
895,Store-895,Kolkata,WB
896,Store-896,Chennai,WB
897,Store-897,Delhi,WB
898,Store-898,Chennai,MH
899,Store-899,Bangalore,TG
900,Store-900,Hyderabad,WB
