product_id,product_name,category,price
118,Product-118,Clothing,12209.19
119,Product-119,Books,1541.02
120,Product-120,Electronics,1719.31
121,Product-121,Grocery,17665.3
122,Product-122,Sports,7268.58
123,Product-123,Clothing,12993.13
124,Product-124,Home,20100.37
125,Product-125,Home,12288.15
126,Product-126,Grocery,15806.14
127,Product-127,Grocery,15779.95
128,Product-128,Books,15481.08
129,Product-129,Sports,3090.09
130,Product-130,Clothing,13264.44
131,Product-131,Grocery,18132.68
132,Product-132,Toys,17228.44
133,Product-133,Clothing,9270.71
134,Product-134,Home,1624.97
135,Product-135,Home,9281.71
136,Product-136,Clothing,5275.93
137,Product-137,Grocery,17222.63
138,Product-138,Toys,22568.72
139,Product-139,Books,22897.66
140,Product-140,Home,19680.81
141,Product-141,Sports,8551.9
142,Product-142,Toys,8309.96
143,Product-143,Clothing,22551.3
144,Product-144,Grocery,19550.8
145,Product-145,Sports,24279.84
146,Product-146,Clothing,17717.22
147,Product-147,Sports,5963.6
148,Product-148,Toys,6265.02
149,Product-149,Sports,11770.33
150,Product-150,Electronics,7870.83
151,Product-151,Electronics,9634.38
152,Product-152,Clothing,15608.99
153,Product-153,Electronics,13254.43
154,Product-154,Home,15084.86
155,Product-155,Books,6686.88
156,Product-156,Home,9769.93
157,Product-157,Clothing,19792.48
158,Product-158,Grocery,17812.1
159,Product-159,Grocery,21201.93
160,Product-160,Electronics,11869.99
161,Product-161,Clothing,15845.09
162,Product-162,Grocery,8936.41
163,Product-163,Sports,12089.7
164,Product-164,Clothing,19602.92
165,Product-165,Grocery,12143.21
166,Product-166,Grocery,15139.04
167,Product-167,Sports,5041.46
168,Product-168,Toys,16163.75
169,Product-169,Sports,15146.78
170,Product-170,Grocery,18348.83
171,Product-171,Books,22125.05
172,Product-172,Sports,19981.27
173,Product-173,Grocery,6243.25
174,Product-174,Home,10603.63
175,Product-175,Toys,21324.89
176,Product-176,Grocery,6561.65
177,Product-177,Clothing,7437.78
178,Product-178,Electronics,16308.29
179,Product-179,Toys,10564.51
180,Product-180,Grocery,11650.24
181,Product-181,Clothing,11194.79
182,Product-182,Home,13903.85
183,Product-183,Sports,11131.27
184,Product-184,Grocery,2738.23
185,Product-185,Grocery,11425.78
186,Product-186,Clothing,17672.1
187,Product-187,Home,7154.83
188,Product-188,Sports,3256.97
189,Product-189,Electronics,3141.68
190,Product-190,Toys,8197.12
191,Product-191,Home,9252.11
192,Product-192,Grocery,20803.52
193,Product-193,Home,13775.67
194,Product-194,Books,10884.78
195,Product-195,Grocery,9918.67
196,Product-196,Grocery,15346.4
197,Product-197,Toys,911.62
198,Product-198,Grocery,8134.15
199,Product-199,Toys,14234.81
200,Product-200,Sports,1443.69
201,Product-201,Books,17855.92
202,Product-202,Home,1643.75
203,Product-203,Electronics,3540.79
204,Product-204,Electronics,13093.38
205,Product-205,Books,5913.59
206,Product-206,Toys,9039.91
207,Product-207,Grocery,8487.04
208,Product-208,Home,8622.15
209,Product-209,Electronics,12336.77
210,Product-210,Sports,1600.65
211,Product-211,Home,16063.38
212,Product-212,Home,17379.94
213,Product-213,Sports,20580.01
214,Product-214,Toys,5221.0
215,Product-215,Clothing,2925.47
216,Product-216,Toys,6555.83
217,Product-217,Clothing,1460.03
218,Product-218,Books,13964.23
219,Product-219,Electronics,16090.42
220,Product-220,Books,5676.72
221,Product-221,Electronics,1102.29
222,Product-222,Toys,5855.01
223,Product-223,Clothing,23862.8
224,Product-224,Clothing,12539.57
225,Product-225,Grocery,9718.76
226,Product-226,Books,16773.06
227,Product-227,Electronics,12780.66
228,Product-228,Grocery,12331.07
229,Product-229,Books,17882.82
230,Product-230,Home,13773.28
231,Product-231,Electronics,5043.1
232,Product-232,Electronics,5260.47
233,Product-233,Sports,12312.05
234,Product-234,Grocery,17560.51
235,Product-235,Sports,22047.09
236,Product-236,Sports,22469.55
237,Product-237,Clothing,9959.68
238,Product-238,Clothing,13428.94
239,Product-239,Books,18619.13
240,Product-240,Grocery,6677.89
241,Product-241,Grocery,12796.45
242,Product-242,Clothing,20878.82
243,Product-243,Toys,15210.08
244,Product-244,Grocery,4934.52
245,Product-245,Grocery,9846.18
246,Product-246,Books,7170.27
247,Product-247,Electronics,11166.31
248,Product-248,Books,16812.57
249,Product-249,Toys,10171.99
250,Product-250,Clothing,2861.7
251,Product-251,Home,20125.66
252,Product-252,Books,23330.43
253,Product-253,Clothing,5043.56
254,Product-254,Sports,18405.78
255,Product-255,Grocery,20831.6
256,Product-256,Books,5397.84
257,Product-257,Sports,20455.61
258,Product-258,Grocery,11621.31
259,Product-259,Books,15671.63
260,Product-260,Sports,22260.65
261,Product-261,Toys,6345.7
262,Product-262,Sports,644.12
263,Product-263,Electronics,5449.77
264,Product-264,Clothing,21515.93
265,Product-265,Clothing,12514.84
266,Product-266,Books,9744.86
267,Product-267,Grocery,11474.21
268,Product-268,Home,15065.23
269,Product-269,Clothing,23024.43
270,Product-270,Home,14042.71
271,Product-271,Grocery,19885.33
272,Product-272,Books,21441.11
273,Product-273,Clothing,1987.97
274,Product-274,Electronics,22116.09
275,Product-275,Toys,828.44
276,Product-276,Electronics,21436.29
277,Product-277,Grocery,23257.48
278,Product-278,Grocery,11154.26
279,Product-279,Books,14224.37
280,Product-280,Clothing,2475.96
281,Product-281,Grocery,5421.95
282,Product-282,Clothing,24274.96
283,Product-283,Books,21917.29
284,Product-284,Electronics,7035.47
285,Product-285,Books,608.74
286,Product-286,Toys,923.07
287,Product-287,Electronics,7586.15
288,Product-288,Grocery,11450.34
289,Product-289,Toys,22868.42
290,Product-290,Electronics,22989.19
291,Product-291,Books,23813.0
292,Product-292,Toys,807.67
293,Product-293,Home,4405.8
294,Product-294,Electronics,2198.08
295,Product-295,Clothing,11408.35
296,Product-296,Sports,17388.22
297,Product-297,Grocery,6788.17
298,Product-298,Books,14102.6
299,Product-299,Electronics,18299.28
300,Product-300,Clothing,5426.12
301,Product-301,Home,16966.58
302,Product-302,Electronics,977.17
303,Product-303,Home,20769.76
304,Product-304,Home,4416.82
305,Product-305,Electronics,14440.18
306,Product-306,Electronics,16432.42
307,Product-307,Toys,21915.58
308,Product-308,Books,7075.14
309,Product-309,Home,5107.33
310,Product-310,Grocery,659.1
311,Product-311,Grocery,24081.58
312,Product-312,Clothing,5908.72
313,Product-313,Home,20268.33
314,Product-314,Books,1150.87
315,Product-315,Sports,20893.04
316,Product-316,Home,13995.66
317,Product-317,Books,12238.76
318,Product-318,Clothing,17903.45
319,Product-319,Books,1230.0
320,Product-320,Grocery,2255.98
321,Product-321,Grocery,11433.62
322,Product-322,Home,13637.54
323,Product-323,Grocery,16482.1
324,Product-324,Grocery,18168.66
325,Product-325,Sports,3685.11
326,Product-326,Books,16000.89
327,Product-327,Home,4390.37
328,Product-328,Home,9334.14
329,Product-329,Grocery,19194.47
330,Product-330,Clothing,20364.98
331,Product-331,Toys,22241.26
332,Product-332,Books,13579.6
333,Product-333,Grocery,24036.59
334,Product-334,Electronics,15073.69
335,Product-335,Clothing,8353.46
336,Product-336,Grocery,16154.33
337,Product-337,Home,18854.9
338,Product-338,Toys,17024.42
339,Product-339,Electronics,8619.17
340,Product-340,Toys,24568.72
341,Product-341,Clothing,14989.87
342,Product-342,Sports,15835.8
343,Product-343,Books,4027.73
344,Product-344,Toys,14363.63
345,Product-345,Toys,19817.33
346,Product-346,Toys,17345.71
347,Product-347,Electronics,20594.91
348,Product-348,Electronics,24763.07
349,Product-349,Sports,1097.36
350,Product-350,Electronics,14407.84
351,Product-351,Grocery,23365.91
352,Product-352,Books,23560.13
353,Product-353,Books,5708.22
354,Product-354,Books,19703.72
355,Product-355,Home,2967.19
356,Product-356,Books,20919.9
357,Product-357,Grocery,13733.85
358,Product-358,Home,13101.87
359,Product-359,Toys,9850.35
360,Product-360,Sports,8810.8
361,Product-361,Home,17210.63
362,Product-362,Electronics,5684.08
363,Product-363,Books,11368.67
364,Product-364,Toys,17363.87
365,Product-365,Toys,4748.86
366,Product-366,Electronics,22334.93
367,Product-367,Sports,20008.38
368,Product-368,Home,3651.67
369,Product-369,Electronics,17388.69
370,Product-370,Grocery,6083.74
371,Product-371,Home,7606.3
372,Product-372,Clothing,13572.07
373,Product-373,Electronics,23791.19
374,Product-374,Clothing,636.47
375,Product-375,Electronics,7429.81
376,Product-376,Clothing,4683.57
377,Product-377,Toys,17028.01
378,Product-378,Electronics,6373.18
379,Product-379,Electronics,10576.84
380,Product-380,Grocery,16556.55
381,Product-381,Electronics,17460.57
382,Product-382,Grocery,8612.08
383,Product-383,Grocery,5250.79
384,Product-384,Home,15500.48
385,Product-385,Home,15898.73
386,Product-386,Sports,1094.78
387,Product-387,Home,24426.49
388,Product-388,Home,8024.81
389,Product-389,Electronics,6431.77
390,Product-390,Home,21536.31
391,Product-391,Home,18835.3
392,Product-392,Toys,2495.27
393,Product-393,Books,14698.76
394,Product-394,Grocery,23730.6
395,Product-395,Books,12283.2
396,Product-396,Electronics,9530.18
397,Product-397,Home,18988.28
398,Product-398,Electronics,11898.05
399,Product-399,Sports,2346.62
400,Product-400,Clothing,18120.75
401,Product-401,Books,15800.91
402,Product-402,Electronics,11394.42
403,Product-403,Books,8467.7
404,Product-404,Sports,24600.81
405,Product-405,Electronics,8105.67
406,Product-406,Sports,19440.24
407,Product-407,Toys,11307.41
408,Product-408,Sports,10294.65
409,Product-409,Electronics,17111.4
410,Product-410,Sports,21574.78
411,Product-411,Toys,754.48
412,Product-412,Sports,11138.53
413,Product-413,Sports,4571.77
414,Product-414,Grocery,17443.42
415,Product-415,Home,20042.63
416,Product-416,Sports,16359.87
417,Product-417,Electronics,6367.45
418,Product-418,Electronics,17470.5
419,Product-419,Home,4389.27
420,Product-420,Home,7370.07
421,Product-421,Clothing,1043.42
422,Product-422,Sports,8318.82
423,Product-423,Electronics,17185.84
424,Product-424,Toys,1966.68
425,Product-425,Home,12181.87
426,Product-426,Electronics,9713.23
427,Product-427,Books,20179.73
428,Product-428,Clothing,19322.94
429,Product-429,Electronics,7591.8
430,Product-430,Clothing,8534.76
431,Product-431,Books,14610.07
432,Product-432,Home,5756.88
433,Product-433,Home,20220.04
434,Product-434,Electronics,2583.37
435,Product-435,Clothing,3343.38
436,Product-436,Sports,14091.13
437,Product-437,Home,12428.83
438,Product-438,Toys,17488.08
439,Product-439,Electronics,17724.8
440,Product-440,Books,9238.79
441,Product-441,Sports,2702.89
442,Product-442,Home,886.74
443,Product-443,Home,13954.17
444,Product-444,Home,1720.12
445,Product-445,Electronics,6606.25
446,Product-446,Books,8973.18
447,Product-447,Home,12702.48
448,Product-448,Clothing,22670.08
449,Product-449,Clothing,3069.22
450,Product-450,Clothing,2205.12
451,Product-451,Clothing,16632.79
452,Product-452,Home,16513.56
453,Product-453,Sports,9364.26
454,Product-454,Grocery,11973.1
455,Product-455,Toys,16423.75
456,Product-456,Sports,10360.73
457,Product-457,Sports,1041.91
458,Product-458,Clothing,3727.31
459,Product-459,Clothing,18678.72
460,Product-460,Home,329.28
461,Product-461,Electronics,12779.39
462,Product-462,Electronics,2863.18
463,Product-463,Books,6683.89
464,Product-464,Sports,270.99
465,Product-465,Toys,3469.69
466,Product-466,Clothing,21521.61
467,Product-467,Toys,5378.35
468,Product-468,Books,11895.25
469,Product-469,Home,5392.36
470,Product-470,Clothing,9727.05
471,Product-471,Books,15694.39
472,Product-472,Toys,20106.56
473,Product-473,Clothing,16693.7
474,Product-474,Toys,12771.2
475,Product-475,Toys,19024.92
476,Product-476,Home,12858.95
477,Product-477,Electronics,14175.63
478,Product-478,Clothing,15692.18
479,Product-479,Home,21002.29
480,Product-480,Grocery,23443.33
481,Product-481,Toys,6598.59
482,Product-482,Electronics,18821.66
483,Product-483,Electronics,21773.18
484,Product-484,Toys,9895.99
485,Product-485,Clothing,16807.82
486,Product-486,Grocery,9799.87
487,Product-487,Sports,20917.49
488,Product-488,Clothing,18727.78
489,Product-489,Clothing,12010.18
490,Product-490,Toys,12763.2
491,Product-491,Home,16168.72
492,Product-492,Toys,15901.84
493,Product-493,Clothing,14994.52
494,Product-494,Grocery,12453.48
495,Product-495,Electronics,10846.9
496,Product-496,Electronics,10462.05
497,Product-497,Sports,2166.82
498,Product-498,Toys,3681.82
499,Product-499,Books,1046.72
500,Product-500,Grocery,9862.02
501,Product-501,Home,16271.66
502,Product-502,Grocery,7622.25
503,Product-503,Sports,15152.13
504,Product-504,Grocery,21391.7
505,Product-505,Home,12810.43
506,Product-506,Home,18947.57
507,Product-507,Toys,17226.87
508,Product-508,Books,14026.68
509,Product-509,Books,15149.86
510,Product-510,Books,19656.11
511,Product-511,Clothing,11759.74
512,Product-512,Electronics,17301.03
513,Product-513,Grocery,13341.84
514,Product-514,Sports,15802.58
515,Product-515,Grocery,15746.58
516,Product-516,Grocery,21875.05
517,Product-517,Sports,12862.27
518,Product-518,Grocery,23174.15
519,Product-519,Grocery,22685.08
520,Product-520,Sports,4822.1
521,Product-521,Grocery,4836.57
522,Product-522,Grocery,12965.91
523,Product-523,Home,6999.13
524,Product-524,Sports,10625.01
525,Product-525,Books,4749.4
526,Product-526,Sports,22269.23
527,Product-527,Clothing,20066.0
528,Product-528,Books,7410.63
529,Product-529,Books,17165.19
530,Product-530,Books,13592.26
531,Product-531,Grocery,5151.39
532,Product-532,Home,14564.64
533,Product-533,Clothing,2974.41
534,Product-534,Books,21909.83
535,Product-535,Books,6213.33
536,Product-536,Sports,19759.13
537,Product-537,Toys,8467.43
538,Product-538,Books,20248.96
539,Product-539,Grocery,6178.56
540,Product-540,Home,17940.18
541,Product-541,Sports,11504.03
542,Product-542,Grocery,3701.18
543,Product-543,Sports,1847.65
544,Product-544,Electronics,24164.52
545,Product-545,Toys,13789.55
546,Product-546,Home,131.51
547,Product-547,Clothing,20309.18
548,Product-548,Grocery,23198.75
549,Product-549,Home,23372.04
550,Product-550,Sports,14610.41
551,Product-551,Grocery,12802.4
552,Product-552,Home,5019.79
553,Product-553,Electronics,24540.36
554,Product-554,Books,24543.33
555,Product-555,Sports,2746.58
556,Product-556,Home,9702.77
557,Product-557,Electronics,3536.2
558,Product-558,Electronics,9065.31
559,Product-559,Toys,24855.04
560,Product-560,Electronics,21187.01
561,Product-561,Grocery,2731.17
562,Product-562,Sports,6746.94
563,Product-563,Toys,2442.47
564,Product-564,Books,17183.77
565,Product-565,Clothing,1046.44
566,Product-566,Books,14185.86
567,Product-567,Electronics,2830.23
568,Product-568,Sports,18003.32
569,Product-569,Grocery,10773.58
570,Product-570,Clothing,5549.92
571,Product-571,Sports,14286.9
572,Product-572,Grocery,23199.9
573,Product-573,Grocery,21027.16
574,Product-574,Clothing,622.7
575,Product-575,Sports,7952.11
576,Product-576,Clothing,4337.47
577,Product-577,Toys,9612.64
578,Product-578,Sports,15426.6
579,Product-579,Clothing,2324.88
580,Product-580,Books,15372.6
581,Product-581,Grocery,20248.28
582,Product-582,Electronics,2437.31
583,Product-583,Toys,10189.73
584,Product-584,Clothing,11514.69
585,Product-585,Clothing,22302.54
586,Product-586,Clothing,7022.79
587,Product-587,Electronics,6007.33
588,Product-588,Grocery,10908.07
589,Product-589,Toys,15012.92
590,Product-590,Home,11181.82
591,Product-591,Clothing,2554.15
592,Product-592,Electronics,10242.94
593,Product-593,Home,11091.06
594,Product-594,Books,22208.55
595,Product-595,Toys,15395.57
596,Product-596,Home,624.51
597,Product-597,Toys,6829.5
598,Product-598,Books,12313.42
599,Product-599,Toys,21884.91
600,Product-600,Grocery,8085.9
601,Product-601,Home,12713.61
602,Product-602,Home,20963.56
603,Product-603,Sports,5176.47
604,Product-604,Clothing,17601.24
605,Product-605,Sports,20931.65
606,Product-606,Books,9472.72
607,Product-607,Toys,10129.96
608,Product-608,Clothing,7889.58
609,Product-609,Home,6889.84
610,Product-610,Books,7302.44
611,Product-611,Clothing,9517.13
612,Product-612,Home,24018.34
613,Product-613,Books,23384.87
614,Product-614,Clothing,16154.66
615,Product-615,Electronics,11333.53
616,Product-616,Toys,595.89
617,Product-617,Sports,8662.34
618,Product-618,Home,561.33
619,Product-619,Home,18118.25
620,Product-620,Home,2282.05
621,Product-621,Grocery,8738.34
622,Product-622,Grocery,9196.54
623,Product-623,Grocery,11989.34
624,Product-624,Clothing,5517.46
625,Product-625,Sports,16142.97
626,Product-626,Sports,13296.87
627,Product-627,Clothing,21155.27
628,Product-628,Home,9146.07
629,Product-629,Toys,5753.08
630,Product-630,Books,22900.46
631,Product-631,Electronics,15405.48
632,Product-632,Sports,1299.12
633,Product-633,Electronics,13155.08
634,Product-634,Grocery,11354.87
635,Product-635,Grocery,3583.77
636,Product-636,Home,6998.91
637,Product-637,Clothing,5765.76
638,Product-638,Grocery,4207.39
639,Product-639,Electronics,5833.8
640,Product-640,Electronics,15542.57
641,Product-641,Sports,16382.82
642,Product-642,Toys,21802.11
643,Product-643,Toys,23540.64
644,Product-644,Clothing,7241.66
645,Product-645,Home,23553.3
646,Product-646,Clothing,5944.32
647,Product-647,Toys,24035.49
648,Product-648,Sports,17827.6
649,Product-649,Electronics,19332.27
650,Product-650,Grocery,20441.38
651,Product-651,Clothing,13372.14
652,Product-652,Toys,11590.3
653,Product-653,Toys,9254.82
654,Product-654,Clothing,3860.33
655,Product-655,Clothing,6178.88
656,Product-656,Electronics,8170.67
657,Product-657,Clothing,19170.42
658,Product-658,Sports,20341.98
659,Product-659,Sports,12637.52
660,Product-660,Electronics,9875.45
661,Product-661,Clothing,1256.19
662,Product-662,Clothing,21171.1
663,Product-663,Clothing,21549.12
664,Product-664,Toys,9211.41
665,Product-665,Toys,7017.96
666,Product-666,Clothing,11400.86
667,Product-667,Books,2791.41
668,Product-668,Clothing,4094.07
669,Product-669,Sports,18875.11
670,Product-670,Electronics,24572.26
671,Product-671,Clothing,64.31
672,Product-672,Home,13245.88
673,Product-673,Home,16954.26
674,Product-674,Home,13780.38
675,Product-675,Books,10127.27
676,Product-676,Sports,11692.17
677,Product-677,Books,23584.97
678,Product-678,Grocery,19670.3
679,Product-679,Sports,17972.98
680,Product-680,Books,10159.71
681,Product-681,Grocery,13110.59
682,Product-682,Home,4214.04
683,Product-683,Toys,12518.18
684,Product-684,Toys,958.6
685,Product-685,Electronics,15014.97
686,Product-686,Grocery,21056.55
687,Product-687,Electronics,15129.67
688,Product-688,Home,9595.18
689,Product-689,Grocery,9371.9
690,Product-690,Grocery,12206.18
691,Product-691,Toys,450.24
692,Product-692,Home,19388.05
693,Product-693,Toys,3721.9
694,Product-694,Toys,14781.23
695,Product-695,Toys,18743.17
696,Product-696,Books,19854.33
697,Product-697,Home,6150.07
698,Product-698,Electronics,22517.56
699,Product-699,Home,6360.35
700,Product-700,Home,11685.41
701,Product-701,Home,9320.6
702,Product-702,Clothing,11609.32
703,Product-703,Home,23992.48
704,Product-704,Clothing,23695.75
705,Product-705,Books,23072.53
706,Product-706,Grocery,9382.19
707,Product-707,Grocery,11653.98
708,Product-708,Home,22181.81
709,Product-709,Toys,10862.89
710,Product-710,Sports,7384.08
711,Product-711,Toys,12838.41
712,Product-712,Home,1061.08
713,Product-713,Toys,21187.01
714,Product-714,Electronics,8844.44
715,Product-715,Clothing,7793.03
716,Product-716,Sports,4190.34
717,Product-717,Electronics,3691.18
718,Product-718,Books,14061.67
719,Product-719,Electronics,665.85
720,Product-720,Clothing,15785.33
721,Product-721,Grocery,652.29
722,Product-722,Home,8384.32
723,Product-723,Sports,11534.26
724,Product-724,Sports,8197.29
725,Product-725,Grocery,1320.36
726,Product-726,Sports,14661.25
727,Product-727,Home,18974.39
728,Product-728,Home,19102.81
729,Product-729,Electronics,16674.68
730,Product-730,Sports,18230.18
731,Product-731,Sports,12673.4
732,Product-732,Clothing,23327.04
733,Product-733,Home,8287.29
734,Product-734,Books,11024.54
735,Product-735,Books,15898.36
736,Product-736,Clothing,3598.17
737,Product-737,Clothing,2375.08
738,Product-738,Home,6930.21
739,Product-739,Clothing,1095.2
740,Product-740,Grocery,352.26
741,Product-741,Clothing,4902.61
742,Product-742,Sports,4881.92
743,Product-743,Toys,20656.76
744,Product-744,Clothing,10701.44
745,Product-745,Sports,6415.94
746,Product-746,Clothing,64.15
747,Product-747,Electronics,4126.62
748,Product-748,Electronics,6674.42
749,Product-749,Home,19685.95
750,Product-750,Clothing,11734.25
751,Product-751,Clothing,23124.3
752,Product-752,Home,2900.21
753,Product-753,Books,11517.18
754,Product-754,Grocery,15439.12
755,Product-755,Grocery,21272.32
756,Product-756,Grocery,14447.23
757,Product-757,Sports,22234.8
758,Product-758,Toys,18565.68
759,Product-759,Books,16640.29
760,Product-760,Sports,3932.18
761,Product-761,Books,20892.2
762,Product-762,Sports,13025.2
763,Product-763,Grocery,20164.41
764,Product-764,Toys,22419.92
765,Product-765,Clothing,20382.55
766,Product-766,Home,12110.73
767,Product-767,Grocery,23501.5
768,Product-768,Grocery,12496.92
769,Product-769,Books,24783.26
770,Product-770,Electronics,23804.91
771,Product-771,Grocery,20051.76
772,Product-772,Grocery,2707.1
773,Product-773,Clothing,13897.6
774,Product-774,Toys,19597.74
775,Product-775,Clothing,11635.47
776,Product-776,Clothing,23154.99
777,Product-777,Books,13578.12
778,Product-778,Grocery,10345.49
779,Product-779,Home,10511.32
780,Product-780,Grocery,7512.16
781,Product-781,Clothing,4103.01
782,Product-782,Home,23714.87
783,Product-783,Books,1704.7
784,Product-784,Grocery,23156.81
785,Product-785,Electronics,10918.8
786,Product-786,Toys,10832.58
787,Product-787,Home,11855.69
788,Product-788,Electronics,8377.96
789,Product-789,Grocery,2999.75
790,Product-790,Clothing,12188.67
791,Product-791,Home,23199.5
792,Product-792,Home,14731.16
793,Product-793,Home,10781.14
794,Product-794,Clothing,7197.37
795,Product-795,Sports,20123.01
796,Product-796,Grocery,4021.84
797,Product-797,Grocery,14856.48
798,Product-798,Toys,2117.82
799,Product-799,Electronics,2103.64
800,Product-800,Books,261.82
801,Product-801,Sports,10742.14
802,Product-802,Electronics,23362.64
803,Product-803,Toys,20212.06
804,Product-804,Books,3839.6
805,Product-805,Electronics,102.08
806,Product-806,Clothing,865.48
807,Product-807,Grocery,24593.34
808,Product-808,Grocery,16984.56
809,Product-809,Toys,17514.61
810,Product-810,Books,14321.33
811,Product-811,Electronics,4172.28
812,Product-812,Grocery,8287.04
813,Product-813,Electronics,24908.07
814,Product-814,Electronics,24705.21
815,Product-815,Sports,55.32
816,Product-816,Clothing,19749.09
817,Product-817,Home,20613.56
818,Product-818,Home,2733.08
819,Product-819,Sports,7321.14
820,Product-820,Toys,13175.88
821,Product-821,Toys,15337.79
822,Product-822,Clothing,1670.32
823,Product-823,Sports,21317.27
824,Product-824,Clothing,16104.43
825,Product-825,Books,12896.54
826,Product-826,Home,15181.77
827,Product-827,Books,7128.24
828,Product-828,Home,21311.3
829,Product-829,Books,4112.02
830,Product-830,Home,20266.26
831,Product-831,Grocery,23795.03
832,Product-832,Grocery,7376.65
833,Product-833,Books,20375.22
834,Product-834,Home,20183.8
835,Product-835,Clothing,19866.72
836,Product-836,Toys,7767.69
837,Product-837,Grocery,5303.15
838,Product-838,Home,3760.59
839,Product-839,Clothing,968.1
840,Product-840,Electronics,14712.69
841,Product-841,Electronics,3734.62
842,Product-842,Home,3196.44
843,Product-843,Books,1882.38
844,Product-844,Toys,8351.57
845,Product-845,Grocery,14502.79
846,Product-846,Books,12065.84
847,Product-847,Home,3109.33
848,Product-848,Books,16723.32
849,Product-849,Books,13825.4
850,Product-850,Sports,7598.52
851,Product-851,Books,5283.81
852,Product-852,Home,16421.73
853,Product-853,Grocery,3955.45
854,Product-854,Clothing,8659.89
855,Product-855,Electronics,832.92
856,Product-856,Toys,20100.5
857,Product-857,Home,4704.73
858,Product-858,Home,11614.42
859,Product-859,Home,19603.93
860,Product-860,Toys,8123.31
861,Product-861,Clothing,20403.74
862,Product-862,Books,24169.09
863,Product-863,Home,16477.2
864,Product-864,Toys,14185.89
865,Product-865,Books,4639.85
866,Product-866,Toys,19591.01
867,Product-867,Grocery,10424.24
